14:46:35;0.661;0.000;0.000;0.000;0.000;0.000;34.750;27.271;
14:47:05;0.536;0.000;0.000;0.000;0.000;0.000;34.625;27.271;
14:47:35;0.534;0.000;0.000;0.000;0.000;0.000;34.749;27.312;
14:48:05;0.535;0.000;0.000;0.000;0.000;0.000;34.666;27.271;
14:48:35;0.534;0.000;0.000;0.000;0.000;0.000;34.625;27.281;
14:49:05;0.536;0.000;0.000;0.000;0.000;0.000;34.562;27.291;
14:49:35;0.535;0.000;0.000;0.000;0.000;0.000;34.646;27.312;
14:50:05;0.535;0.000;0.000;0.000;0.000;0.000;34.749;27.312;
14:50:35;0.535;0.000;0.000;0.000;0.000;0.000;34.812;27.312;
14:51:05;0.535;0.000;0.000;0.000;0.000;0.000;35.156;27.312;
14:51:35;0.535;0.000;0.000;0.000;0.000;0.000;35.479;27.312;
14:52:05;0.535;0.000;0.000;0.000;0.000;0.000;35.521;27.312;
14:52:35;0.536;0.000;0.000;0.000;0.000;0.000;35.468;27.312;
14:53:05;0.536;0.000;0.000;0.000;0.000;0.000;35.541;27.312;
14:53:35;0.535;0.000;0.000;0.000;0.000;0.000;35.688;27.312;
14:54:05;0.535;0.000;0.000;0.000;0.000;0.000;35.666;27.291;
14:54:35;0.535;0.000;0.000;0.000;0.000;0.000;35.687;27.250;
14:55:05;0.536;0.000;0.000;0.000;0.000;0.000;35.771;27.271;
14:55:35;0.535;0.000;0.000;0.000;0.000;0.000;35.875;27.250;
14:56:05;0.536;0.000;0.000;0.000;0.000;0.000;35.874;27.250;
14:56:35;0.536;0.000;0.000;0.000;0.000;0.000;35.791;27.229;
14:57:05;0.535;0.000;0.000;0.000;0.000;0.000;35.874;27.218;
14:57:35;0.535;0.000;0.000;0.000;0.000;0.000;35.791;27.187;
14:58:05;0.535;0.000;0.000;0.000;0.000;0.000;35.708;27.187;
14:58:35;0.537;0.000;0.000;0.000;0.000;0.000;35.593;27.187;
14:59:05;0.536;0.000;0.000;0.000;0.000;0.000;35.583;27.187;
14:59:35;0.536;0.000;0.000;0.000;0.000;0.000;35.499;27.187;
15:00:05;0.536;0.000;0.000;0.000;0.000;0.000;35.437;27.187;
15:00:35;0.535;0.000;0.000;0.000;0.000;0.000;35.416;27.187;
15:01:05;0.535;0.000;0.000;0.000;0.000;0.000;35.343;27.187;
15:01:35;0.535;0.000;0.000;0.000;0.000;0.000;35.375;27.187;
15:02:05;0.535;0.000;0.000;0.000;0.000;0.000;35.374;27.187;
15:02:35;0.535;0.000;0.000;0.000;0.000;0.000;35.250;27.187;
15:03:05;0.537;0.000;0.000;0.000;0.000;0.000;35.271;27.218;
15:03:35;0.536;0.000;0.000;0.000;0.000;0.000;35.218;27.208;
15:04:05;0.536;0.000;0.000;0.000;0.000;0.000;35.146;27.229;
15:04:35;0.537;0.000;0.000;0.000;0.000;0.000;35.187;27.250;
15:05:05;0.536;0.000;0.000;0.000;0.000;0.000;35.333;27.229;
15:05:35;0.535;0.000;0.000;0.000;0.000;0.000;35.281;27.250;
15:06:05;0.536;0.000;0.000;0.000;0.000;0.000;35.250;27.229;
15:06:35;0.535;0.000;0.000;0.000;0.000;0.000;35.146;27.250;
15:07:05;0.536;0.000;0.000;0.000;0.000;0.000;35.062;27.250;
15:07:35;0.535;0.000;0.000;0.000;0.000;0.000;35.250;27.250;
15:08:05;0.536;0.000;0.000;0.000;0.000;0.000;35.312;27.250;
15:08:35;0.536;0.000;0.000;0.000;0.000;0.000;35.375;27.250;
15:09:05;0.535;0.000;0.000;0.000;0.000;0.000;35.187;27.250;
15:09:35;0.536;0.000;0.000;0.000;0.000;0.000;35.218;27.250;
15:10:05;0.536;0.000;0.000;0.000;0.000;0.000;35.250;27.229;
15:10:35;0.535;0.000;0.000;0.000;0.000;0.000;35.218;27.250;
15:11:05;0.536;0.000;0.000;0.000;0.000;0.000;35.229;27.250;
15:11:35;0.536;0.000;0.000;0.000;0.000;0.000;35.479;27.250;
15:12:05;0.537;0.000;0.000;0.000;0.000;0.000;35.500;27.250;
15:12:35;0.536;0.000;0.000;0.000;0.000;0.000;35.500;27.250;
15:13:05;0.536;0.000;0.000;0.000;0.000;0.000;35.500;27.250;
15:13:35;0.536;0.000;0.000;0.000;0.000;0.000;35.479;27.250;
15:14:05;0.536;0.000;0.000;0.000;0.000;0.000;35.406;27.250;
15:14:35;0.536;0.000;0.000;0.000;0.000;0.000;35.250;27.250;
15:15:05;0.536;0.000;0.000;0.000;0.000;0.000;35.458;27.250;
15:15:35;0.535;0.000;0.000;0.000;0.000;0.000;35.625;27.250;
15:16:05;0.536;0.000;0.000;0.000;0.000;0.000;35.666;27.250;
15:16:35;0.536;0.000;0.000;0.000;0.000;0.000;35.625;27.281;
15:17:05;0.537;0.000;0.000;0.000;0.000;0.000;35.604;27.312;
15:17:35;0.537;0.000;0.000;0.000;0.000;0.000;35.625;27.312;
15:18:05;0.538;0.000;0.000;0.000;0.000;0.000;35.593;27.312;
15:18:35;0.537;0.000;0.000;0.000;0.000;0.000;35.479;27.312;
15:19:05;0.537;0.000;0.000;0.000;0.000;0.000;35.375;27.312;
15:19:35;0.537;0.000;0.000;0.000;0.000;0.000;35.437;27.312;
15:20:05;0.536;0.000;0.000;0.000;0.000;0.000;35.396;27.312;
15:20:35;0.538;0.000;0.000;0.000;0.000;0.000;35.343;27.312;
15:21:05;0.536;0.000;0.000;0.000;0.000;0.000;35.271;27.312;
15:21:35;0.538;0.000;0.000;0.000;0.000;0.000;35.343;27.312;
15:22:05;0.536;0.000;0.000;0.000;0.000;0.000;35.333;27.312;
15:22:35;0.536;0.000;0.000;0.000;0.000;0.000;35.479;27.312;
15:23:05;0.537;0.000;0.000;0.000;0.000;0.000;35.500;27.312;
15:23:35;0.536;0.000;0.000;0.000;0.000;0.000;35.583;27.312;
15:24:05;0.537;0.000;0.000;0.000;0.000;0.000;35.688;27.312;
15:24:35;0.537;0.000;0.000;0.000;0.000;0.000;35.687;27.312;
15:25:05;0.537;0.000;0.000;0.000;0.000;0.000;35.625;27.312;
15:25:35;0.537;0.000;0.000;0.000;0.000;0.000;35.521;27.333;
15:26:05;0.537;0.000;0.000;0.000;0.000;0.000;35.500;27.333;
15:26:35;0.538;0.000;0.000;0.000;0.000;0.000;35.531;27.312;
15:27:05;0.536;0.000;0.000;0.000;0.000;0.000;35.604;27.354;
15:27:35;0.538;0.000;0.000;0.000;0.000;0.000;35.656;27.375;
15:28:05;0.537;0.000;0.000;0.000;0.000;0.000;35.625;27.354;
15:28:35;0.537;0.000;0.000;0.000;0.000;0.000;35.541;27.375;
15:29:05;0.538;0.000;0.000;0.000;0.000;0.000;35.500;27.375;
15:29:35;0.536;0.000;0.000;0.000;0.000;0.000;35.417;27.375;
15:30:05;0.536;0.000;0.000;0.000;0.000;0.000;35.531;27.375;
15:30:35;0.536;0.000;0.000;0.000;0.000;0.000;35.500;27.375;
15:31:05;0.536;0.000;0.000;0.000;0.000;0.000;35.541;27.375;
15:31:35;0.536;0.000;0.000;0.000;0.000;0.000;35.531;27.375;
15:32:05;0.536;0.000;0.000;0.000;0.000;0.000;35.437;27.375;
15:32:35;0.536;0.000;0.000;0.000;0.000;0.000;35.437;27.375;
15:33:05;0.537;0.000;0.000;0.000;0.000;0.000;35.458;27.375;
15:33:35;0.536;0.000;0.000;0.000;0.000;0.000;35.354;27.375;
15:34:05;0.536;0.000;0.000;0.000;0.000;0.000;35.312;27.375;
15:34:35;0.537;0.000;0.000;0.000;0.000;0.000;35.437;27.375;
15:35:05;0.537;0.000;0.000;0.000;0.000;0.000;35.500;27.375;
15:35:35;0.538;0.000;0.000;0.000;0.000;0.000;35.500;27.375;
15:36:05;0.536;0.000;0.000;0.000;0.000;0.000;35.531;27.375;
15:36:35;0.537;0.000;0.000;0.000;0.000;0.000;35.625;27.375;
15:37:05;0.538;0.000;0.000;0.000;0.000;0.000;35.583;27.375;
15:37:35;0.537;0.000;0.000;0.000;0.000;0.000;35.531;27.375;
15:38:05;0.537;0.000;0.000;0.000;0.000;0.000;35.708;27.396;
15:38:35;0.537;0.000;0.000;0.000;0.000;0.000;35.656;27.375;
15:39:05;0.538;0.000;0.000;0.000;0.000;0.000;35.646;27.416;
15:39:35;0.537;0.000;0.000;0.000;0.000;0.000;35.625;27.416;
15:40:05;0.537;0.000;0.000;0.000;0.000;0.000;35.688;27.437;
15:40:35;0.537;0.000;0.000;0.000;0.000;0.000;35.792;27.437;
15:41:05;0.537;0.000;0.000;0.000;0.000;0.000;36.000;27.437;
15:41:35;0.537;0.000;0.000;0.000;0.000;0.000;35.833;27.437;
15:42:05;0.536;0.000;0.000;0.000;0.000;0.000;35.708;27.437;
15:42:35;0.537;0.000;0.000;0.000;0.000;0.000;35.812;27.437;
15:43:05;0.536;0.000;0.000;0.000;0.000;0.000;35.792;27.437;
15:43:35;0.535;0.000;0.000;0.000;0.000;0.000;35.812;27.437;
15:44:05;0.535;0.000;0.000;0.000;0.000;0.000;35.833;27.437;
15:44:35;0.536;0.000;0.000;0.000;0.000;0.000;35.896;27.437;
15:45:05;0.537;0.000;0.000;0.000;0.000;0.000;35.874;27.437;
15:45:35;0.535;0.000;0.000;0.000;0.000;0.000;35.750;27.437;
15:46:05;0.535;0.000;0.000;0.000;0.000;0.000;35.843;27.437;
